City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
293,Beringovskiy,RU,2021-01-20 01:16:53,63.05,179.3167,-10.48,91,100,16.22
294,Nanortalik,GL,2021-01-20 01:16:53,60.1432,-45.2371,24.89,86,77,13.24
295,Newark,US,2021-01-20 01:14:22,40.7357,-74.1724,39.0,64,20,3.44
296,Mahuta,TZ,2021-01-20 01:16:54,-10.8667,39.45,69.89,100,100,2.48
297,Voi,KE,2021-01-20 01:16:09,-3.3945,38.563,70.63,75,100,2.21
298,Nouadhibou,MR,2021-01-20 01:16:55,20.931,-17.0347,60.8,72,100,17.27
299,Namanga,KE,2021-01-20 01:16:55,-2.5433,36.7905,64.63,65,92,4.03
300,Ribeira Grande,PT,2021-01-20 01:16:55,38.5167,-28.7,61.02,77,100,17.49
301,Srednekolymsk,RU,2021-01-20 01:16:56,67.45,153.6833,-43.89,79,41,3.38
302,Anadyr,RU,2021-01-20 01:16:56,64.75,177.4833,-27.4,68,100,6.71
303,Palora,EC,2021-01-20 01:16:56,-1.7,-77.9333,66.9,93,100,2.46
304,Vysokogornyy,RU,2021-01-20 01:16:56,50.1167,139.15,-17.61,84,69,5.35
305,Smithers,CA,2021-01-20 01:16:57,54.7804,-127.1743,33.8,55,40,8.05
306,Coos Bay,US,2021-01-20 01:16:57,43.3665,-124.2179,51.8,50,1,8.05
307,Bahir Dar,ET,2021-01-20 01:16:57,11.5936,37.3908,58.93,47,51,4.59
308,Puerto Madryn,AR,2021-01-20 01:16:58,-42.7692,-65.0385,71.67,55,1,17.02
309,Henderson,US,2021-01-20 01:16:08,36.0397,-114.9819,55.4,33,75,24.16
310,Mednogorsk,RU,2021-01-20 01:16:58,51.4128,57.595,1.56,94,100,7.34
311,Nyuksenitsa,RU,2021-01-20 01:16:59,60.4128,44.2397,5.86,95,92,4.56
312,Pisco,PE,2021-01-20 01:16:59,-13.7,-76.2167,69.8,83,0,19.57
313,Cabo San Lucas,MX,2021-01-20 01:16:59,22.8909,-109.9124,69.8,64,90,5.75
314,Nytva,RU,2021-01-20 01:16:59,57.9404,55.334,10.4,85,75,6.71
315,Buala,SB,2021-01-20 01:17:00,-8.145,159.5921,86.5,64,100,4.27
316,Paamiut,GL,2021-01-20 01:17:00,61.994,-49.6678,30.43,89,100,7.7
317,Maloy,NO,2021-01-20 01:17:00,61.9353,5.1136,37.4,60,0,9.22
318,Luderitz,NA,2021-01-20 01:17:00,-26.6481,15.1594,68.54,69,0,24.23
319,Sao Marcos,BR,2021-01-20 01:17:01,-28.9711,-51.0681,64.99,80,100,5.01
320,Balkhash,KZ,2021-01-20 01:17:01,46.844,74.9804,10.4,92,0,2.24
321,Muret,FR,2021-01-20 01:17:01,43.3333,1.25,44.01,81,0,18.41
322,Aykhal,RU,2021-01-20 01:17:02,66.0,111.5,-52.96,70,100,3.31
323,Kaeo,NZ,2021-01-20 01:17:02,-35.1,173.7833,73.99,53,14,5.99
324,Gorodishche,RU,2021-01-20 01:13:27,48.8045,44.4744,-2.0,84,0,6.71
325,Esna,EG,2021-01-20 01:17:02,25.2934,32.554,51.8,71,0,3.44
326,Tucupita,VE,2021-01-20 01:16:09,9.0622,-62.051,71.46,97,97,3.13
327,Novobiryusinskiy,RU,2021-01-20 01:17:03,56.9578,97.7076,-5.49,89,100,10.04
328,Pochutla,MX,2021-01-20 01:17:03,15.7432,-96.4661,84.2,48,75,5.75
329,Rozkishne,UA,2021-01-20 01:17:03,48.5074,39.3004,-1.41,92,65,5.99
330,Belaya Gora,RU,2021-01-20 01:17:03,68.5333,146.4167,-44.0,81,23,1.5
331,Luau,AO,2021-01-20 01:17:04,-10.7073,22.2247,65.21,97,100,2.98
332,Alexandria,EG,2021-01-20 01:14:54,31.2156,29.9553,55.4,62,40,13.8
333,Banikoara,BJ,2021-01-20 01:17:04,11.2985,2.4386,70.88,22,0,7.23
334,High Level,CA,2021-01-20 01:17:04,58.5169,-117.136,37.4,65,90,12.66
335,Keuruu,FI,2021-01-20 01:17:04,62.2667,24.7,28.99,100,90,4.61
336,Hasaki,JP,2021-01-20 01:17:05,35.7333,140.8333,41.0,38,20,2.3
337,Brigantine,US,2021-01-20 01:17:05,39.4101,-74.3646,39.99,60,1,3.44
338,Bezhetsk,RU,2021-01-20 01:17:05,57.7851,36.6965,5.7,95,91,6.29
339,Maarianhamina,AX,2021-01-20 01:17:05,60.0973,19.9348,32.0,74,20,13.8
340,Lorengau,PG,2021-01-20 01:17:06,-2.0226,147.2712,84.87,69,100,7.9
341,Kilindoni,TZ,2021-01-20 01:17:06,-7.9139,39.6668,81.86,76,100,13.71
342,Grand-Lahou,CI,2021-01-20 01:17:06,5.1367,-5.0242,78.67,88,0,7.27
343,Elko,US,2021-01-20 01:15:03,41.0002,-115.5012,37.4,32,1,8.05
344,Ostersund,SE,2021-01-20 01:17:06,63.1792,14.6357,10.0,85,90,4.05
345,Torbay,CA,2021-01-20 01:17:07,47.6666,-52.7314,32.0,93,90,20.71
346,Tezu,IN,2021-01-20 01:17:07,27.9167,96.1667,58.57,66,99,1.36
347,Lasa,IT,2021-01-20 01:17:07,46.6166,10.7002,27.0,86,0,3.44
348,Tateyama,JP,2021-01-20 01:17:07,34.9833,139.8667,44.6,49,75,14.97
349,Ilulissat,GL,2021-01-20 01:17:07,69.2167,-51.1,30.2,55,100,5.75
350,Pitimbu,BR,2021-01-20 01:17:08,-7.4706,-34.8086,78.8,83,40,6.91
351,Norman Wells,CA,2021-01-20 01:17:08,65.282,-126.8329,10.4,85,90,20.71
352,Beian,NO,2021-01-20 01:17:08,63.6559,9.5683,32.0,74,0,13.8
353,West Plains,US,2021-01-20 01:17:08,36.7281,-91.8524,41.0,60,40,8.05
354,Merauke,ID,2021-01-20 01:17:09,-8.4667,140.3333,85.53,68,100,3.47
355,Epiniana,GR,2021-01-20 01:17:09,39.1429,21.6134,19.0,82,0,2.64
356,Padang,ID,2021-01-20 01:17:09,-0.9492,100.3543,78.8,78,20,2.3
357,Gigmoto,PH,2021-01-20 01:17:09,13.7796,124.39,80.4,84,100,10.02
358,Poum,NC,2021-01-20 01:17:10,-20.2333,164.0167,80.56,75,100,5.39
359,Neiafu,TO,2021-01-20 01:17:10,-18.65,-173.9833,86.0,79,40,6.91
360,Fortuna,US,2021-01-20 01:17:10,40.5982,-124.1573,55.4,35,1,4.65
361,Alenquer,BR,2021-01-20 01:17:10,-1.9417,-54.7383,77.0,94,0,2.3
362,Krasnaya Gorka,RU,2021-01-20 01:17:10,55.1962,56.6673,7.43,95,100,5.68
363,Athenree,NZ,2021-01-20 01:17:11,-37.4667,175.9167,63.0,76,100,3.0
364,Banjar,ID,2021-01-20 01:17:11,-8.19,114.9675,82.4,83,75,1.14
365,Hailey,US,2021-01-20 01:17:11,43.5196,-114.3153,26.6,50,1,2.98
366,Udachnyy,RU,2021-01-20 01:17:12,66.4167,112.4,-54.9,62,100,1.43
367,Baker City,US,2021-01-20 01:17:12,44.7749,-117.8344,33.8,60,1,3.44
368,Port Blair,IN,2021-01-20 01:15:30,11.6667,92.75,77.86,70,83,8.14
369,Broome,US,2021-01-20 01:17:12,42.2506,-75.833,32.0,64,90,12.66
370,Tura,IN,2021-01-20 01:15:11,25.5198,90.2201,56.89,67,3,4.61
371,Indiaroba,BR,2021-01-20 01:17:13,-11.5192,-37.5117,75.07,87,96,5.26
372,Sao Filipe,CV,2021-01-20 01:17:13,14.8961,-24.4956,72.68,66,99,11.27
373,Upington,ZA,2021-01-20 01:17:13,-28.4478,21.2561,75.2,57,29,2.3
374,Esperance,AU,2021-01-20 01:17:14,-33.8667,121.9,82.4,34,40,16.11
375,Seminole,US,2021-01-20 01:17:14,28.7086,-81.2081,57.99,67,1,3.44
376,Meulaboh,ID,2021-01-20 01:17:14,4.1363,96.1285,76.44,86,100,4.03
377,Planaltina,BR,2021-01-20 01:15:16,-15.4528,-47.6142,71.6,64,0,3.44
378,Idritsa,RU,2021-01-20 01:17:15,56.3316,28.8988,5.74,95,0,4.76
379,Zhigansk,RU,2021-01-20 01:17:15,66.7697,123.3711,-51.72,75,87,6.89
380,Chake Chake,TZ,2021-01-20 01:17:15,-5.2459,39.7666,76.82,83,100,6.87
381,Geraldton,AU,2021-01-20 01:13:53,-28.7667,114.6,78.8,61,90,11.5
382,Acajutla,SV,2021-01-20 01:17:16,13.5928,-89.8275,80.6,54,20,6.91
383,Veraval,IN,2021-01-20 01:16:12,20.9,70.3667,66.81,38,0,8.03
384,Pullman,US,2021-01-20 01:17:16,46.7313,-117.1796,32.0,80,1,9.22
385,Luanda,AO,2021-01-20 01:12:19,-8.8368,13.2343,75.2,88,40,5.75
386,Vallenar,CL,2021-01-20 01:17:16,-28.5708,-70.7581,64.11,53,0,1.83
387,Uarini,BR,2021-01-20 01:17:17,-2.99,-65.1083,75.2,100,90,2.3
388,Namibe,AO,2021-01-20 01:17:17,-15.1961,12.1522,72.34,73,100,3.83
389,Marsh Harbour,BS,2021-01-20 01:15:12,26.5412,-77.0636,69.1,60,21,13.42
390,Souillac,MU,2021-01-20 01:17:18,-20.5167,57.5167,77.0,94,20,5.75
391,Winsum,NL,2021-01-20 01:17:18,53.33,6.5208,46.0,93,100,7.0
392,Osmena,PH,2021-01-20 01:17:18,10.5208,119.9258,80.19,83,100,13.27
393,Fort Frances,CA,2021-01-20 01:17:18,48.5999,-93.4003,1.4,78,90,3.44
394,Bedesa,ET,2021-01-20 01:17:19,8.9,40.7833,61.43,47,97,5.5
395,Taksimo,RU,2021-01-20 01:17:19,56.3444,114.8794,-18.33,83,100,0.45
396,Fort Nelson,CA,2021-01-20 01:15:03,58.8053,-122.7002,39.2,38,40,20.71
397,Lucea,JM,2021-01-20 01:17:19,18.451,-78.1736,79.0,78,40,5.75
398,Pilar,BR,2021-01-20 01:17:19,-9.5972,-35.9567,75.2,94,20,1.14
399,Portland,US,2021-01-20 01:13:35,45.5234,-122.6762,48.2,57,75,1.05
400,Tuatapere,NZ,2021-01-20 01:17:20,-46.1333,167.6833,51.01,86,100,11.01
401,Indiana,US,2021-01-20 01:17:20,40.0003,-86.2503,37.4,69,90,9.22
402,Venado Tuerto,AR,2021-01-20 01:17:20,-33.7456,-61.9688,76.62,26,52,7.18
403,Freeport,US,2021-01-20 01:16:21,40.6576,-73.5832,37.4,60,1,6.91
404,Henties Bay,NA,2021-01-20 01:17:21,-22.116,14.2845,66.0,88,17,7.78
405,Umm Lajj,SA,2021-01-20 01:17:21,25.0213,37.2685,65.28,54,0,10.02
406,Sao Paulo De Olivenca,BR,2021-01-20 01:17:21,-3.3783,-68.8725,71.85,99,100,2.66
407,Malindi,KE,2021-01-20 01:17:21,-3.2175,40.1191,75.96,84,100,7.87
408,Lebanon,US,2021-01-20 01:17:22,36.2081,-86.2911,45.0,61,20,5.68
409,Hailun,CN,2021-01-20 01:17:22,47.45,126.9333,-6.07,90,100,12.77
410,Rio Cuarto,AR,2021-01-20 01:17:22,-33.1307,-64.3499,71.6,60,0,11.5
411,Greenville,US,2021-01-20 01:15:21,35.6127,-77.3663,48.99,57,1,4.61
412,Vuktyl,RU,2021-01-20 01:17:22,63.8567,57.3094,-1.19,92,100,9.01
413,Nabire,ID,2021-01-20 01:17:23,-3.3667,135.4833,85.77,62,100,2.86
414,Ahuimanu,US,2021-01-20 01:17:23,21.4447,-157.8378,80.6,65,75,13.8
415,Cayhagan,PH,2021-01-20 01:17:23,9.6697,122.4256,81.05,74,0,3.53
416,Huangcun,CN,2021-01-20 01:17:23,30.0145,118.4037,42.01,61,0,2.3
417,Machali,CL,2021-01-20 01:17:23,-34.1833,-70.6667,67.5,49,100,2.89
418,Resplendor,BR,2021-01-20 01:17:24,-19.3256,-41.2553,71.11,82,0,1.45
419,Bani Walid,LY,2021-01-20 01:17:24,31.7566,13.9942,45.95,71,64,4.23
420,Jardim,BR,2021-01-20 01:17:24,-21.4803,-56.1381,71.58,97,100,3.44
421,Flin Flon,CA,2021-01-20 01:17:24,54.7682,-101.865,8.6,85,90,10.36
422,Caravelas,BR,2021-01-20 01:17:24,-17.7125,-39.2481,75.2,83,0,5.3
423,Pemba,MZ,2021-01-20 01:17:25,-12.974,40.5178,78.8,94,40,3.44
424,The Valley,AI,2021-01-20 01:17:25,18.217,-63.0578,78.8,73,40,6.91
425,Rio Gallegos,AR,2021-01-20 01:17:26,-51.6226,-69.2181,59.0,58,20,32.21
426,Chifeng,CN,2021-01-20 01:17:26,42.2683,118.9636,11.44,91,17,5.37
427,Vaxjo,SE,2021-01-20 01:17:26,56.8777,14.8091,33.8,100,90,4.61
428,Agadir,MA,2021-01-20 01:17:26,30.4202,-9.5982,46.4,100,0,4.61
429,Okha,RU,2021-01-20 01:17:26,53.5739,142.9478,-11.6,83,98,24.87
430,Alekseyevsk,RU,2021-01-20 01:17:27,57.8406,108.3492,-5.48,90,100,1.07
431,Grand Baie,MU,2021-01-20 01:17:27,-20.0182,57.5802,79.0,89,8,8.16
432,Smoky Lake,CA,2021-01-20 01:17:27,54.1169,-112.4686,39.2,56,100,5.75
433,Tagusao,PH,2021-01-20 01:17:27,9.1924,117.8141,80.76,76,92,1.9
434,La Romana,DO,2021-01-20 01:13:48,18.4273,-68.9728,73.4,94,75,11.5
435,Iqaluit,CA,2021-01-20 01:17:28,63.7506,-68.5145,28.4,93,90,4.61
436,Haines Junction,CA,2021-01-20 01:17:28,60.7522,-137.5108,23.0,93,100,2.3
437,Calama,CL,2021-01-20 01:17:28,-22.4667,-68.9333,60.8,16,0,17.27
438,Filadelfia,US,2021-01-20 01:17:16,39.9523,-75.1638,41.0,60,1,5.75
439,Korla,CN,2021-01-20 01:17:28,41.7597,86.1469,17.04,86,71,2.15
440,Champerico,GT,2021-01-20 01:17:29,14.3,-91.9167,84.2,65,0,4.61
441,Itatskiy,RU,2021-01-20 01:17:29,56.07,89.0369,-20.51,87,100,6.11
442,Locri,IT,2021-01-20 01:17:29,38.2414,16.2623,50.0,61,0,3.44
443,Oskarshamn,SE,2021-01-20 01:17:29,57.2645,16.4484,35.01,96,100,1.01
444,Albacete,ES,2021-01-20 01:13:12,38.8333,-2.0,28.4,93,0,3.44
445,Aguilas,ES,2021-01-20 01:13:10,37.4063,-1.5829,45.0,91,0,3.62
446,Muravlenko,RU,2021-01-20 01:17:30,63.7898,74.523,-24.56,86,94,8.01
447,Tanabe,JP,2021-01-20 01:17:30,33.7333,135.3667,41.0,52,20,5.75
448,La Ronge,CA,2021-01-20 01:17:30,55.1001,-105.2842,26.6,80,100,9.22
449,Barcelos,PT,2021-01-20 01:15:12,41.5388,-8.6151,51.8,87,75,26.46
450,Banda Aceh,ID,2021-01-20 01:16:35,5.5577,95.3222,77.99,81,26,11.83
451,Byron Bay,AU,2021-01-20 01:17:31,-28.65,153.6167,73.4,68,90,13.8
452,Husavik,IS,2021-01-20 01:17:31,66.0449,-17.3389,30.2,93,90,14.97
453,La Ceiba,HN,2021-01-20 01:17:31,15.7597,-86.7822,78.8,83,20,13.8
454,Derzhavinsk,KZ,2021-01-20 01:17:32,51.1,66.3167,16.54,97,100,7.67
455,Xichang,CN,2021-01-20 01:17:32,27.8964,102.2634,51.01,57,100,1.5
456,Pangnirtung,CA,2021-01-20 01:17:32,66.1451,-65.7125,24.98,87,100,20.27
457,Tananger,NO,2021-01-20 01:17:32,58.9333,5.6,37.99,86,0,10.58
458,Seoul,KR,2021-01-20 01:14:43,37.5683,126.9778,21.2,63,0,3.44
459,Asau,RO,2021-01-20 01:17:33,46.4333,26.4,19.99,100,100,3.44
460,Mayo,US,2021-01-20 01:17:33,38.8876,-76.5119,39.99,68,3,5.57
461,Oussouye,SN,2021-01-20 01:17:33,12.485,-16.5469,71.6,73,0,9.22
462,Severo-Kurilsk,RU,2021-01-20 01:17:33,50.6789,156.125,13.55,86,97,17.52
463,Tortoli,IT,2021-01-20 01:17:34,39.9256,9.6572,45.0,65,0,10.36
464,Imeni Poliny Osipenko,RU,2021-01-20 01:17:34,52.4201,136.4853,-18.8,85,0,9.4
465,Oistins,BB,2021-01-20 01:15:51,13.0667,-59.5333,78.8,69,20,19.57
466,Parana,AR,2021-01-20 01:17:34,-31.732,-60.5238,75.99,54,0,1.01
467,Egvekinot,RU,2021-01-20 01:17:34,66.3167,-179.1667,-22.72,85,0,3.15
468,Sabzevar,IR,2021-01-20 01:17:35,36.2126,57.6819,42.03,60,0,5.59
469,Eirunepe,BR,2021-01-20 01:17:35,-6.6603,-69.8736,73.09,98,100,3.31
470,Rock Sound,BS,2021-01-20 01:17:35,24.9,-76.2,71.49,71,0,18.75
471,Tamorong,PH,2021-01-20 01:17:35,17.3333,120.4333,81.0,64,100,2.39
472,Bandarbeyla,SO,2021-01-20 01:17:35,9.4942,50.8122,73.67,75,100,18.9
473,Araouane,ML,2021-01-20 01:17:36,18.9048,-3.5265,67.3,24,0,9.69
474,Santa Barbara,US,2021-01-20 01:15:41,34.7333,-120.0343,64.4,17,1,6.91
475,Khairagarh,IN,2021-01-20 01:17:36,26.95,77.8167,51.44,74,0,5.28
476,Itarema,BR,2021-01-20 01:17:37,-2.9248,-39.9167,80.15,76,100,11.92
477,Richards Bay,ZA,2021-01-20 01:17:37,-28.783,32.0377,71.06,82,92,6.87
478,Kalabo,ZM,2021-01-20 01:17:37,-14.97,22.6814,67.44,94,100,5.01
479,Kolno,PL,2021-01-20 01:17:37,53.4115,21.9291,21.2,93,90,4.61
480,Biankouma,CI,2021-01-20 01:17:38,7.7391,-7.6138,71.37,27,0,3.96
481,Port Moresby,PG,2021-01-20 01:17:38,-9.4431,147.1797,87.8,66,20,6.91
482,Chara,RU,2021-01-20 01:17:39,56.9064,118.2631,-13.79,73,100,1.3
483,Dzaoudzi,YT,2021-01-20 01:17:39,-12.7887,45.2699,82.4,83,90,9.22
484,Adilabad,IN,2021-01-20 01:17:39,19.6667,78.5333,68.45,55,0,4.5
485,Ko Samui,TH,2021-01-20 01:17:40,9.5357,99.9357,80.6,65,40,8.05
486,Little Current,CA,2021-01-20 01:15:03,45.9793,-81.9248,21.2,68,70,10.36
487,Bonthe,SL,2021-01-20 01:15:57,7.5264,-12.505,77.23,86,10,4.76
488,Ormara,PK,2021-01-20 01:17:41,25.2088,64.6357,67.93,80,0,5.19
489,Sept-Iles,CA,2021-01-20 01:15:05,50.2001,-66.3821,5.0,66,82,10.36
490,Moerai,PF,2021-01-20 01:17:41,-22.4333,-151.3333,81.28,72,69,10.94
491,Ambunti,PG,2021-01-20 01:17:41,-4.2365,142.8448,87.62,64,59,1.97
492,Slave Lake,CA,2021-01-20 01:17:41,55.2834,-114.769,42.8,52,75,36.82
493,Faya,SA,2021-01-20 01:17:42,18.3851,42.4509,53.6,87,0,6.91
494,Plouzane,FR,2021-01-20 01:17:42,48.3833,-4.6167,50.0,100,90,24.16
495,Ambulu,ID,2021-01-20 01:17:42,-8.345,113.6058,79.59,76,100,2.13
496,Tabuk,PH,2021-01-20 01:17:42,17.4189,121.4443,72.68,91,100,8.05
497,Corinto,GR,2021-01-20 01:17:42,37.9407,22.9573,37.0,63,0,3.42
498,Labytnangi,RU,2021-01-20 01:17:43,66.6572,66.4183,-20.6,87,100,7.7
499,Okhotsk,RU,2021-01-20 01:17:43,59.3833,143.3,-4.23,84,99,5.64
500,Collierville,US,2021-01-20 01:17:43,35.042,-89.6645,48.99,57,75,5.75
501,Ibicarai,BR,2021-01-20 01:17:44,-14.865,-39.5875,80.6,78,0,5.75
502,Deep River,CA,2021-01-20 01:17:44,46.1001,-77.4995,17.01,92,90,2.98
503,Garden City,US,2021-01-20 01:17:44,42.3256,-83.331,33.8,69,90,12.66
504,Goderich,CA,2021-01-20 01:17:44,43.7501,-81.7165,26.6,68,100,11.5
505,Conceicao Do Araguaia,BR,2021-01-20 01:17:45,-8.2578,-49.2647,73.98,87,4,0.6
506,Vestmannaeyjar,IS,2021-01-20 01:17:45,63.4427,-20.2734,36.05,79,5,20.58
507,Tevriz,RU,2021-01-20 01:17:45,57.509,72.4042,-18.15,87,94,4.12
508,Lianzhou,CN,2021-01-20 01:17:46,24.7811,112.3825,57.0,40,0,1.01
509,Chiang Klang,TH,2021-01-20 01:17:46,19.2938,100.8617,53.6,94,0,1.14
510,Tessalit,ML,2021-01-20 01:17:46,20.1986,1.0114,60.44,27,0,15.43
511,Huarmey,PE,2021-01-20 01:17:46,-10.0681,-78.1522,71.73,79,100,6.82
512,Mahibadhoo,MV,2021-01-20 01:17:46,3.7833,72.9667,81.57,75,73,10.78
513,Nelson Bay,AU,2021-01-20 01:17:47,-32.7167,152.15,72.0,56,75,9.22
514,Sibolga,ID,2021-01-20 01:17:47,1.7427,98.7792,78.26,74,84,2.44
515,Mount Gambier,AU,2021-01-20 01:17:47,-37.8333,140.7667,71.6,23,0,10.36
516,Waren,DE,2021-01-20 01:17:47,53.5167,12.6833,44.01,92,100,5.01
517,Ketou,BJ,2021-01-20 01:17:47,7.3633,2.5998,77.9,77,0,4.41
518,Tuyen Quang,VN,2021-01-20 01:17:22,21.8233,105.2181,57.27,70,93,1.28
519,Murwara,IN,2021-01-20 01:17:48,23.85,80.4,53.91,74,0,1.99
520,Kajaani,FI,2021-01-20 01:17:48,64.2273,27.7285,21.2,86,90,9.22
521,Gornyy,RU,2021-01-20 01:17:48,55.1153,83.9059,-25.37,87,0,2.39
522,Oda,JP,2021-01-20 01:17:48,35.1833,132.5,37.4,75,20,2.3
523,Westport,US,2021-01-20 01:17:31,41.1415,-73.3579,37.4,60,1,10.36
524,Sao Joao Da Barra,BR,2021-01-20 01:13:51,-21.6403,-41.0511,76.23,84,0,16.55
525,Matara,LK,2021-01-20 01:17:49,5.9485,80.5353,75.61,89,100,3.6
526,Pucallpa,PE,2021-01-20 01:17:49,-8.3791,-74.5539,75.2,94,75,2.3
527,Pauini,BR,2021-01-20 01:17:49,-7.7136,-66.9764,73.29,92,86,1.34
528,Sorland,NO,2021-01-20 01:17:50,67.667,12.6934,33.71,84,100,18.95
529,Yueyang,CN,2021-01-20 01:17:50,29.3333,113.0919,51.17,45,100,1.92
530,Serebryansk,KZ,2021-01-20 01:17:50,49.6925,83.2892,-4.0,77,40,2.24
531,Sampit,ID,2021-01-20 01:17:50,-2.5333,112.95,79.45,80,100,3.53
532,Ochamchira,GE,2021-01-20 01:17:50,42.7121,41.4721,34.3,83,98,3.4
533,Ulaangom,MN,2021-01-20 01:17:51,49.9811,92.0667,-15.65,83,33,1.45
534,Mwinilunga,ZM,2021-01-20 01:17:51,-11.7358,24.4293,63.82,94,100,6.58
535,Paita,PE,2021-01-20 01:17:51,-5.0892,-81.1144,73.04,75,100,13.78
536,Marathon,US,2021-01-20 01:17:51,44.9,-89.7668,12.99,67,20,9.22
537,Yenagoa,NG,2021-01-20 01:17:52,4.9247,6.2642,76.35,89,0,3.29
538,Qaqortoq,GL,2021-01-20 01:17:52,60.7167,-46.0333,39.2,33,20,33.38
539,Qeshm,IR,2021-01-20 01:17:52,26.9581,56.2719,60.8,94,0,4.61
540,Nizhniy Tsasuchey,RU,2021-01-20 01:17:52,50.5167,115.1333,4.17,94,100,4.92
541,Ocean City,US,2021-01-20 01:17:52,39.2776,-74.5746,39.99,60,1,3.44
542,Mumford,GH,2021-01-20 01:17:53,5.2618,-0.759,78.66,88,17,8.52
543,De Aar,ZA,2021-01-20 01:17:53,-30.6497,24.0123,65.01,65,0,16.46
544,Olesno,PL,2021-01-20 01:17:53,50.877,18.4209,33.01,85,100,11.72
545,Rushden,GB,2021-01-20 01:17:54,52.2914,-0.5992,52.0,89,100,4.0
546,Leigh,GB,2021-01-20 01:17:54,53.4833,-2.5167,52.0,90,100,3.0
547,Ferkessedougou,CI,2021-01-20 01:17:54,9.6,-5.2,72.68,20,0,5.1
548,Jinchang,CN,2021-01-20 01:17:54,38.4953,102.1739,24.35,52,100,1.45
549,Mangaluru,IN,2021-01-20 01:14:02,12.8667,74.8833,73.4,88,32,3.44
550,Mount Isa,AU,2021-01-20 01:17:55,-20.7333,139.5,93.2,38,71,5.75
551,Gravdal,NO,2021-01-20 01:17:55,68.1214,13.5031,30.42,90,87,13.11
552,Kargopol,RU,2021-01-20 01:17:55,61.5071,38.9456,11.86,96,100,4.92
553,Ongandjera,NA,2021-01-20 01:17:56,-17.8833,15.0667,74.48,48,100,8.23
554,Amapa,BR,2021-01-20 01:17:56,1.0,-52.0,71.85,97,100,3.58
