City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Weather Description
173,Coalville,52.7167,-1.3667,33.01,93,75,8.05,GB,1/31/2021 22:56,light snow
174,Narsaq,60.9167,-46.05,39.2,33,75,18.41,GL,1/31/2021 22:56,broken clouds
175,Meulaboh,4.1363,96.1285,74.8,87,66,4.83,ID,1/31/2021 22:56,broken clouds
176,Gari,59.4307,62.3497,14.36,97,99,9.15,RU,1/31/2021 22:56,overcast clouds
177,Salalah,17.0151,54.0924,68,68,0,3.44,OM,1/31/2021 22:56,clear sky
178,Tiznit,29.5833,-9.5,63.21,58,0,1.9,MA,1/31/2021 22:56,clear sky
179,Stavern,59,10.0333,24.01,93,90,2.3,NO,1/31/2021 22:56,fog
180,Moosomin,50.1333,-101.6677,7.43,95,27,0.6,CA,1/31/2021 22:56,scattered clouds
181,Mahebourg,-20.4081,57.7,80.6,78,40,13.8,MU,1/31/2021 22:56,scattered clouds
182,Samarai,-10.6167,150.6667,84.11,72,46,13.24,PG,1/31/2021 22:56,scattered clouds
183,Tabou,4.423,-7.3528,78.35,89,35,8.16,CI,1/31/2021 22:56,scattered clouds
184,Caravelas,-17.7125,-39.2481,76.55,84,89,6.58,BR,1/31/2021 22:56,overcast clouds
185,Port Hedland,-20.3167,118.5667,75.2,100,90,21.85,AU,1/31/2021 22:56,moderate rain
186,Berlevag,70.8578,29.0864,26.6,86,90,13.8,NO,1/31/2021 22:56,light snow
187,Fenoarivo,-18.933,47.4354,66.2,88,75,4.61,MG,1/31/2021 22:56,broken clouds
188,Bambanglipuro,-7.95,110.2833,76.12,87,97,4.09,ID,1/31/2021 22:56,light rain
189,Camacha,33.0833,-16.3333,60.8,88,40,8.05,PT,1/31/2021 22:56,scattered clouds
190,Georgetown,5.4112,100.3354,78.8,83,20,3.44,MY,1/31/2021 22:54,few clouds
191,College,64.8569,-147.8028,-4,77,90,0.98,US,1/31/2021 22:56,light snow
192,Warmbad,-28.45,18.7333,71.65,52,0,15.66,NA,1/31/2021 22:56,clear sky
193,Fort Nelson,58.8053,-122.7002,-9.4,77,90,2.3,CA,1/31/2021 22:51,overcast clouds
194,Ouadda,8.0777,22.4007,70.21,23,0,5.53,CF,1/31/2021 22:56,clear sky
195,Lasa,46.6166,10.7002,36,93,0,3.44,IT,1/31/2021 22:56,clear sky
196,Ambanja,-13.6833,48.45,75.9,88,64,2.95,MG,1/31/2021 22:56,broken clouds
197,Nago,26.5881,127.9761,62.6,93,1,5.75,JP,1/31/2021 22:56,clear sky
198,Carrollton,32.9537,-96.8903,57,38,1,14.97,US,1/31/2021 22:51,clear sky
199,Vrangel,42.7297,133.0839,32.65,96,100,3.18,RU,1/31/2021 22:56,overcast clouds
200,Rubizhne,49.0123,38.3797,31.6,92,91,0.94,UA,1/31/2021 22:56,light snow
201,Shujalpur,23.4,76.7167,54.46,36,0,3.94,IN,1/31/2021 22:54,clear sky
202,Dauphin,51.1494,-100.0502,21.2,79,90,8.05,CA,1/31/2021 22:56,overcast clouds
203,Ardesen,41.1911,40.9875,48.2,66,0,12.66,TR,1/31/2021 22:56,clear sky
204,Carndonagh,55.25,-7.2667,35.19,89,100,15.55,IE,1/31/2021 22:56,overcast clouds
205,Pandan,14.0453,124.1694,76.75,83,97,15.99,PH,1/31/2021 22:56,overcast clouds
206,Bethel,41.3712,-73.414,21.99,53,90,5.75,US,1/31/2021 22:56,overcast clouds
207,Guerrero Negro,27.9769,-114.0611,70.18,32,99,9.69,MX,1/31/2021 22:56,overcast clouds
208,Carnarvon,-24.8667,113.6333,80.6,44,89,10.36,AU,1/31/2021 22:56,overcast clouds
209,Baykit,61.67,96.37,-28.12,78,68,0.85,RU,1/31/2021 22:56,broken clouds
210,Nome,64.5011,-165.4064,1.99,60,1,4.61,US,1/31/2021 22:56,clear sky
211,Umm Kaddadah,13.6017,26.6876,65.48,23,0,12.19,SD,1/31/2021 22:56,clear sky
212,Longyearbyen,78.2186,15.6401,1.4,60,0,17.27,SJ,1/31/2021 22:56,clear sky
213,Sistranda,63.7256,8.834,30.2,86,40,17.27,NO,1/31/2021 22:56,snow
214,Raudeberg,61.9875,5.1352,30,94,94,1.92,NO,1/31/2021 22:56,overcast clouds
215,Basoko,1.2391,23.616,74.01,60,68,2.66,CD,1/31/2021 22:56,broken clouds
216,Cockburn Town,21.4612,-71.1419,75.2,64,40,11.5,TC,1/31/2021 22:56,scattered clouds
217,Flinders,-34.5833,150.8552,72,83,76,1.01,AU,1/31/2021 22:56,broken clouds
218,Lyngseidet,69.5763,20.2189,25,93,75,3.44,NO,1/31/2021 22:56,light snow
219,Alexandria,31.2156,29.9553,57.2,77,0,5.75,EG,1/31/2021 22:56,clear sky
220,Kumluca,36.3703,30.2869,54.5,66,25,5.93,TR,1/31/2021 22:56,scattered clouds
221,Billings,45.7833,-108.5007,50,23,40,13.8,US,1/31/2021 22:56,scattered clouds
222,Kachug,53.9606,105.8817,-38.11,78,20,1.41,RU,1/31/2021 22:56,few clouds
223,Alekseyevka,50.6309,38.6903,22.66,96,75,6.49,RU,1/31/2021 22:56,snow
224,Rio Grande,-32.035,-52.0986,78.8,78,75,3.44,BR,1/31/2021 22:56,moderate rain
225,Jinja,0.439,33.2032,66.7,79,99,0.63,UG,1/31/2021 22:56,overcast clouds
226,Abejorral,5.7893,-75.4273,69.8,49,20,8.05,CO,1/31/2021 22:56,few clouds
227,Zabol,32.25,67.25,37.85,72,0,2.46,AF,1/31/2021 22:56,clear sky
228,Juneau,58.3019,-134.4197,26.6,80,20,5.66,US,1/31/2021 22:56,few clouds
229,Banepa,27.6298,85.5214,39.2,93,20,3.44,NP,1/31/2021 22:56,mist
230,Nelson Bay,-32.7167,152.15,80.01,78,75,5.75,AU,1/31/2021 22:56,broken clouds
231,Port Blair,11.6667,92.75,78.39,85,37,10.47,IN,1/31/2021 22:56,scattered clouds
232,Lerwick,60.1545,-1.1494,32,86,20,14.97,GB,1/31/2021 22:56,few clouds
233,Mayo,38.8876,-76.5119,32,100,90,10.36,US,1/31/2021 22:56,snow
234,Ruteng,-8.6136,120.4721,64.53,99,100,2.89,ID,1/31/2021 22:56,light rain
235,Olafsvik,64.8945,-23.7142,30.78,94,100,10.45,IS,1/31/2021 22:56,light snow
236,Kibaya,-5.3,36.5667,57.6,100,100,3.06,TZ,1/31/2021 22:56,overcast clouds
237,Komsomolskiy,40.4272,71.7189,41,52,100,6.91,UZ,1/31/2021 22:56,mist
238,Riyadh,24.6877,46.7219,57.2,35,0,3.44,SA,1/31/2021 22:56,clear sky
239,Grand Gaube,-20.0064,57.6608,80.01,75,34,7,MU,1/31/2021 22:56,scattered clouds
240,Victor Harbor,-35.5667,138.6167,64,75,100,3,AU,1/31/2021 22:56,overcast clouds
241,Paraiso,9.8383,-83.8656,75.2,60,40,14.97,CR,1/31/2021 22:54,scattered clouds
242,Necochea,-38.5473,-58.7368,62.01,64,19,11.52,AR,1/31/2021 22:56,few clouds
243,Lobez,53.6392,15.6213,21.99,87,12,1.01,PL,1/31/2021 22:56,few clouds
244,Pittsburg,38.028,-121.8847,66,48,1,4.61,US,1/31/2021 22:51,clear sky
245,Itaqui,-29.1253,-56.5531,76.64,85,47,3.42,BR,1/31/2021 22:56,scattered clouds
246,Goderich,43.7501,-81.7165,23,68,100,17.27,CA,1/31/2021 22:56,overcast clouds
247,Darovskoy,58.77,47.9564,29.61,98,100,14.09,RU,1/31/2021 22:56,snow
248,Ekhabi,53.5102,142.9671,-15.45,80,0,20.18,RU,1/31/2021 22:56,clear sky
249,Cabo San Lucas,22.8909,-109.9124,77,64,75,17.27,MX,1/31/2021 22:54,broken clouds
250,Veraval,20.9,70.3667,67.95,43,0,9.15,IN,1/31/2021 22:56,clear sky
251,Tibacuy,4.3511,-72.4564,89.69,40,100,9.33,CO,1/31/2021 22:56,overcast clouds
252,Birao,10.2849,22.7882,73.42,20,0,6.71,CF,1/31/2021 22:56,clear sky
253,San Cristobal,7.7669,-72.225,87.8,42,40,4.61,VE,1/31/2021 22:53,scattered clouds
254,Dunedin,-45.8742,170.5036,62.62,66,100,5.59,NZ,1/31/2021 22:56,overcast clouds
255,Portland,45.5234,-122.6762,54,81,90,11.5,US,1/31/2021 22:51,overcast clouds
256,Muborak,39.2553,65.1528,45.57,88,94,8.79,UZ,1/31/2021 22:56,overcast clouds
257,Yichun,47.7,128.9,-7.24,92,100,5.64,CN,1/31/2021 22:56,light snow
258,Pioner,55.3166,85.9508,-14.8,76,2,4.47,RU,1/31/2021 22:56,clear sky
259,Dikson,73.5069,80.5464,-26.9,79,61,8.81,RU,1/31/2021 22:56,broken clouds
260,Belmonte,-15.8631,-38.8828,78.8,78,20,11.5,BR,1/31/2021 22:56,few clouds
261,Guozhen,34.3659,107.359,37.54,58,35,2.08,CN,1/31/2021 22:56,scattered clouds
262,Kalisz,51.7611,18.091,21.85,94,25,5.64,PL,1/31/2021 22:56,scattered clouds
263,Richards Bay,-28.783,32.0377,77.52,89,95,8.01,ZA,1/31/2021 22:56,light rain
264,Oranjemund,-28.55,16.4333,65.19,90,33,10.27,NA,1/31/2021 22:56,scattered clouds
265,Ossora,59.2353,163.0719,-3.96,89,100,20.51,RU,1/31/2021 22:56,light snow
266,Mehamn,71.0357,27.8492,27.84,95,100,11.9,NO,1/31/2021 22:56,light snow
267,Yinchuan,38.4681,106.2731,25.93,70,0,3.11,CN,1/31/2021 22:56,clear sky
268,Namatanai,-3.6667,152.4333,84.52,69,97,7.25,PG,1/31/2021 22:56,light rain
269,Lakes Entrance,-37.8811,147.981,70,72,0,1.74,AU,1/31/2021 22:56,clear sky
270,Ancud,-41.8697,-73.8203,68,59,0,8.05,CL,1/31/2021 22:56,clear sky
271,Mampong,7.0627,-1.4001,77.99,68,20,7.94,GH,1/31/2021 22:56,few clouds
272,San Patricio,28.017,-97.5169,80.6,17,1,13.8,US,1/31/2021 22:56,clear sky
273,Broken Hill,-31.95,141.4333,73.4,31,77,6.91,AU,1/31/2021 22:56,broken clouds
274,Gravelbourg,49.8834,-106.5512,19.4,68,20,6.91,CA,1/31/2021 22:56,few clouds
275,Husavik,66.0449,-17.3389,-4,84,0,3.44,IS,1/31/2021 22:56,clear sky
276,Ormara,25.2088,64.6357,69.01,78,0,9.08,PK,1/31/2021 22:56,clear sky
277,Longonjo,-12.9067,15.2533,60.76,78,100,3.71,AO,1/31/2021 22:56,overcast clouds
278,Comodoro Rivadavia,-45.8667,-67.5,71.6,43,40,23.02,AR,1/31/2021 22:56,scattered clouds
279,Kungurtug,50.5994,97.5228,-19.89,77,35,1.61,RU,1/31/2021 22:56,scattered clouds
280,Hobe Sound,27.0595,-80.1364,73.4,64,40,10.36,US,1/31/2021 22:56,scattered clouds
281,Geraldton,-28.7667,114.6,80.6,26,0,4.61,AU,1/31/2021 22:56,clear sky
282,Tommot,58.9564,126.2925,-37.84,76,100,8.48,RU,1/31/2021 22:56,overcast clouds
283,Kieta,-6.2167,155.6333,85.82,70,99,13.98,PG,1/31/2021 22:56,light rain
284,Makakilo City,21.3469,-158.0858,82.4,51,40,9.22,US,1/31/2021 22:54,scattered clouds
285,Jalu,29.0331,21.5482,61.92,29,0,13.09,LY,1/31/2021 22:56,clear sky
286,Coquimbo,-29.9533,-71.3436,69.8,78,40,11.5,CL,1/31/2021 22:56,scattered clouds
287,Vagamo,61.8751,9.0967,8.42,80,8,3.49,NO,1/31/2021 22:56,clear sky
288,Kaitangata,-46.2817,169.8464,66,70,85,5.01,NZ,1/31/2021 22:56,overcast clouds
289,Volksrust,-27.3654,29.8818,61.32,96,99,3.44,ZA,1/31/2021 22:56,light rain
290,Kasempa,-13.4584,25.8338,65.03,93,100,2.73,ZM,1/31/2021 22:56,light rain
291,Pavilosta,56.8879,21.1859,33.8,93,90,2.3,LV,1/31/2021 22:56,overcast clouds
292,Esmeraldas,-19.7625,-44.3139,80.6,54,0,8.05,BR,1/31/2021 22:56,clear sky
293,Kamaishi,39.2667,141.8833,10.4,92,0,1.14,JP,1/31/2021 22:56,clear sky
294,Nemuro,43.3236,145.575,19.89,89,0,7.47,JP,1/31/2021 22:56,clear sky
295,Marzuq,14.4,46.4667,58.59,52,0,2.55,YE,1/31/2021 22:56,clear sky
296,Mount Gambier,-37.8333,140.7667,57.2,88,98,3.44,AU,1/31/2021 22:53,light rain
297,Bud,39.447,-86.1758,33.01,98,100,11.43,US,1/31/2021 22:56,snow
298,Potot,12.2035,123.4319,75.69,83,85,9.6,PH,1/31/2021 22:56,overcast clouds
299,Banamba,13.55,-7.45,69.91,20,64,8.28,ML,1/31/2021 22:56,broken clouds
300,Araceli,10.5529,119.9913,79.75,77,82,20.96,PH,1/31/2021 22:56,broken clouds
301,Sabang,5.8933,95.3214,81.03,78,70,21.32,ID,1/31/2021 22:56,broken clouds
302,Yegros,-26.45,-56.4,74.28,91,35,4.05,PY,1/31/2021 22:56,scattered clouds
303,Hamilton,39.1834,-84.5333,37.99,93,90,8.05,US,1/31/2021 22:55,light rain
304,Opuwo,-18.0607,13.84,69.57,47,100,7.23,NA,1/31/2021 22:56,overcast clouds
305,Shu,43.5983,73.7614,33.93,82,100,3.62,KZ,1/31/2021 22:56,overcast clouds
306,Leningradskiy,69.3833,178.4167,-21.32,86,91,10.33,RU,1/31/2021 22:56,overcast clouds
307,Sao Joao Da Barra,-21.6403,-41.0511,77.85,82,97,19.46,BR,1/31/2021 22:56,overcast clouds
308,Margate,51.3813,1.3862,41,90,100,1.99,GB,1/31/2021 22:53,overcast clouds
309,Pergamino,-33.89,-60.5736,64.99,94,99,6.46,AR,1/31/2021 22:56,moderate rain
310,Keffi,8.8486,7.8736,77.54,19,4,4.59,NG,1/31/2021 22:56,clear sky
311,Lagdo,9.05,13.7333,74.73,19,0,1.79,CM,1/31/2021 22:56,clear sky
312,Groningen,53.25,6.75,28.4,80,100,6.91,NL,1/31/2021 22:56,overcast clouds
313,Nyuksenitsa,60.4128,44.2397,23.16,98,100,8.39,RU,1/31/2021 22:56,snow
314,Karratha,-20.7377,116.8463,86.9,55,100,13.35,AU,1/31/2021 22:56,overcast clouds
315,Nara,34.6851,135.8049,37.99,93,75,1.14,JP,1/31/2021 22:56,broken clouds
316,Kapuskasing,49.4169,-82.4331,8.6,66,78,2.3,CA,1/31/2021 22:56,broken clouds
317,Namibe,-15.1961,12.1522,73.74,72,99,5.64,AO,1/31/2021 22:54,overcast clouds
318,Livingston,55.9029,-3.5226,30.99,93,0,4.61,GB,1/31/2021 22:56,clear sky
319,Saldanha,-33.0117,17.9442,66.18,84,94,12.46,ZA,1/31/2021 22:56,overcast clouds
320,Ontario,34.0633,-117.6509,73.4,23,75,3.18,US,1/31/2021 22:56,broken clouds
321,Sovetskiy,61.3614,63.5842,6.24,95,100,8.63,RU,1/31/2021 22:56,overcast clouds
322,Ketchikan,55.3422,-131.6461,37.4,81,90,2.71,US,1/31/2021 22:56,overcast clouds
323,Muisne,0.6,-80.0333,78.8,94,75,6.91,EC,1/31/2021 22:56,broken clouds
324,Soe,-9.8607,124.284,68.94,99,100,6.49,ID,1/31/2021 22:56,overcast clouds
325,Katangli,51.7102,143.2326,-13.49,87,10,10.85,RU,1/31/2021 22:56,clear sky
326,Kaduy,59.2,37.15,17.46,97,95,6.22,RU,1/31/2021 22:56,light snow
327,Kondinskoye,59.6481,67.41,6.03,95,98,6.29,RU,1/31/2021 22:56,overcast clouds
328,Agadez,19.75,10.25,55.87,31,42,2.04,NE,1/31/2021 22:56,scattered clouds
329,Myitkyina,25.3833,97.4,55,81,0,3.13,MM,1/31/2021 22:56,clear sky
330,Litein,-0.5823,35.1903,51.37,54,87,2.89,KE,1/31/2021 22:56,overcast clouds
331,Westport,41.1415,-73.3579,24.01,60,100,7.45,US,1/31/2021 22:52,overcast clouds
332,Murdochville,48.9583,-65.5006,23,86,33,8.05,CA,1/31/2021 22:56,scattered clouds
333,Inhambane,-23.865,35.3833,79.99,84,3,9.62,MZ,1/31/2021 22:56,clear sky
334,Maner,25.65,84.8833,45.68,70,0,3.51,IN,1/31/2021 22:56,clear sky
335,Zhangye,38.9342,100.4517,18.9,68,0,2.68,CN,1/31/2021 22:56,clear sky
336,Pionerskiy,54.9508,20.2275,30.2,80,75,15.66,RU,1/31/2021 22:56,light snow
337,Buenos Aires,-34.6132,-58.3772,70,88,75,8.05,AR,1/31/2021 22:56,broken clouds
338,Paamiut,61.994,-49.6678,23.11,89,0,12.53,GL,1/31/2021 22:56,clear sky
339,Along,28.1667,94.7667,45.99,57,8,1.66,IN,1/31/2021 22:56,clear sky
340,Naranjal,-2.6667,-79.6167,86,62,40,3.44,EC,1/31/2021 22:56,scattered clouds
341,Ilinskoye-Khovanskoye,56.9718,39.7684,24.8,80,90,13.42,RU,1/31/2021 22:56,overcast clouds
342,Morondava,-20.2833,44.2833,81.73,72,59,2.17,MG,1/31/2021 22:56,light rain
343,Aldan,58.6031,125.3894,-42.68,79,100,3.06,RU,1/31/2021 22:56,overcast clouds
344,Fujin,47.26,132.0322,-7.01,91,100,11.41,CN,1/31/2021 22:56,light snow
345,Tacuarembo,-31.7333,-55.9833,71.67,86,95,13.8,UY,1/31/2021 22:56,overcast clouds
346,Portlethen,57.0547,-2.1307,30.99,86,75,2.3,GB,1/31/2021 22:56,light snow
347,Boa Vista,2.8197,-60.6733,86,54,20,8.05,BR,1/31/2021 22:56,few clouds
348,Nurota,40.5614,65.6886,44.6,81,99,6.91,UZ,1/31/2021 22:56,light rain
349,Labrea,-7.2586,-64.7981,77.18,91,65,1.66,BR,1/31/2021 22:56,broken clouds
350,Murfreesboro,35.8456,-86.3903,44.6,81,90,9.22,US,1/31/2021 22:56,overcast clouds
351,Buchanan,5.8808,-10.0467,78.8,94,75,7.34,LR,1/31/2021 22:56,broken clouds
352,San Quintin,30.4833,-115.95,64.47,48,75,9.08,MX,1/31/2021 22:56,broken clouds
353,Shubarkuduk,49.1447,56.4872,16.83,94,40,8.05,KZ,1/31/2021 22:56,scattered clouds
354,Sao Filipe,14.8961,-24.4956,73.27,69,0,8.68,CV,1/31/2021 22:56,clear sky
355,Koumac,-20.5667,164.2833,81.82,64,92,7.83,NC,1/31/2021 22:56,overcast clouds
356,Tabuk,17.4189,121.4443,64.56,91,63,2.13,PH,1/31/2021 22:56,broken clouds
357,Codrington,-38.2667,141.9667,61.02,69,100,6.22,AU,1/31/2021 22:56,overcast clouds
358,Guane,22.2025,-84.0875,75,73,85,3.8,CU,1/31/2021 22:56,overcast clouds
359,Morros,-9.4467,-46.3003,80.33,59,90,3.27,BR,1/31/2021 22:56,overcast clouds
360,Yerbogachen,61.2767,108.0108,-35.82,79,98,5.1,RU,1/31/2021 22:56,overcast clouds
361,Inirida,3.8653,-67.9239,77.34,92,100,0.87,CO,1/31/2021 22:56,overcast clouds
362,Lata,40.1629,-8.3327,57,93,83,8.14,PT,1/31/2021 22:56,broken clouds
363,Norman,35.2226,-97.4395,48,53,1,21.85,US,1/31/2021 22:56,clear sky
364,Yulara,-25.2406,130.9889,84.2,23,99,12.66,AU,1/31/2021 22:56,overcast clouds
365,Shitkino,56.3703,98.3543,-33.92,81,24,3.15,RU,1/31/2021 22:56,few clouds
366,Nishihara,26.1842,127.7558,62.6,51,20,5.75,JP,1/31/2021 22:56,few clouds
367,Zanjan,36.6736,48.4787,28.83,91,53,2.57,IR,1/31/2021 22:56,broken clouds
368,Puerto Del Rosario,28.5004,-13.8627,64.4,77,20,13.8,ES,1/31/2021 22:54,few clouds
369,Atchison,39.563,-95.1216,33.01,86,96,16.31,US,1/31/2021 22:56,overcast clouds
370,Boyolangu,-8.1181,111.8935,74.68,89,100,4.85,ID,1/31/2021 22:56,light rain
371,Tezu,27.9167,96.1667,55.76,42,2,3.65,IN,1/31/2021 22:56,clear sky
372,Mariental,-24.6333,17.9667,77.61,18,40,16.98,NA,1/31/2021 22:56,scattered clouds
373,Fare,-16.7,-151.0167,81.59,72,51,9.8,PF,1/31/2021 22:56,broken clouds
374,Bengkulu,-3.8004,102.2655,74.95,81,91,4.34,ID,1/31/2021 22:56,overcast clouds
375,Nesbyen,60.5681,9.1027,8.01,88,56,2.91,NO,1/31/2021 22:56,broken clouds
376,Lusaka,-15.4067,28.2871,68,94,75,1.14,ZM,1/31/2021 22:56,moderate rain
377,Vostok,46.4856,135.8833,1.44,95,100,3.42,RU,1/31/2021 22:56,snow
378,Wasilla,61.5814,-149.4394,14,85,90,2.66,US,1/31/2021 22:56,overcast clouds
379,Bantry,51.6833,-9.45,46.4,93,90,11.5,IE,1/31/2021 22:56,fog
380,Xinmin,41.9908,122.8253,17.6,79,90,13.42,CN,1/31/2021 22:56,light snow
381,Porto Novo,6.4965,2.6036,84.2,84,20,12.66,BJ,1/31/2021 22:56,few clouds
382,Taraclia,45.9,28.6689,32.47,96,100,11.23,MD,1/31/2021 22:56,overcast clouds
383,Palana,59.1167,159.9667,-7.91,91,100,31.45,RU,1/31/2021 22:56,overcast clouds
384,Aklavik,68.2191,-135.0107,-20.2,69,75,4.61,CA,1/31/2021 22:56,light snow
385,Silifke,36.3778,33.9344,54.99,71,62,13.44,TR,1/31/2021 22:56,broken clouds
386,Espanola,35.9911,-106.0806,41,30,1,3.44,US,1/31/2021 22:56,clear sky
387,Thompson,55.7435,-97.8558,12.2,92,40,1.23,CA,1/31/2021 22:56,scattered clouds
388,Tadine,-21.55,167.8833,79.3,69,69,20.13,NC,1/31/2021 22:56,broken clouds
389,Santiago Del Estero,-27.7951,-64.2615,70.65,78,100,6.55,AR,1/31/2021 22:56,overcast clouds
390,Araouane,18.9048,-3.5265,68.52,19,13,10.56,ML,1/31/2021 22:56,few clouds
391,Xining,36.6167,101.7667,11.5,65,0,3.04,CN,1/31/2021 22:56,clear sky
392,Beringovskiy,63.05,179.3167,12.51,96,100,28.68,RU,1/31/2021 22:56,snow
393,Shuangcheng,45.35,126.2833,1.4,85,75,11.18,CN,1/31/2021 22:56,light snow
394,Torbay,47.6666,-52.7314,32,93,90,19.57,CA,1/31/2021 22:56,light intensity drizzle
395,Port Shepstone,-30.7414,30.455,77.11,84,19,6.4,ZA,1/31/2021 22:56,few clouds
396,Kalaleh,37.3807,55.4916,51.62,43,33,2.57,IR,1/31/2021 22:56,scattered clouds
397,Gasa,31.5,34.4667,55,87,0,2.3,PS,1/31/2021 22:52,clear sky
398,Don Matias,6.4857,-75.395,69.8,49,20,8.05,CO,1/31/2021 22:56,few clouds
399,Isangel,-19.55,169.2667,78.8,94,90,5.75,VU,1/31/2021 22:56,overcast clouds
400,Adre,13.4667,22.2,66.51,24,0,10.4,TD,1/31/2021 22:56,clear sky
401,Nouadhibou,20.931,-17.0347,66.2,77,0,20.71,MR,1/31/2021 22:56,clear sky
402,Saint-Augustin,51.226,-58.6502,15.19,91,98,12.95,CA,1/31/2021 22:56,overcast clouds
403,Kearney,40.6995,-99.0815,37.4,75,1,6.91,US,1/31/2021 22:56,clear sky
404,Cairns,-16.9167,145.7667,84,69,97,8.05,AU,1/31/2021 22:53,overcast clouds
405,Tarauaca,-8.1614,-70.7656,71.94,97,100,0.6,BR,1/31/2021 22:52,overcast clouds
406,Guangyuan,32.442,105.823,33.01,99,0,0.38,CN,1/31/2021 22:56,clear sky
407,Palm Valley,30.1775,-81.3876,73.99,57,44,1.99,US,1/31/2021 22:56,scattered clouds
408,Kaeo,-35.1,173.7833,75.99,46,0,5.01,NZ,1/31/2021 22:56,clear sky
409,Kathu,7.9178,98.3332,84,78,20,4.61,TH,1/31/2021 22:56,few clouds
410,Evensk,61.95,159.2333,-5.42,80,100,16.58,RU,1/31/2021 22:56,overcast clouds
411,Tokur,53.1333,132.9,-40.79,82,53,2.33,RU,1/31/2021 22:56,broken clouds
412,Kitimat,54.0524,-128.6534,30.99,88,100,3.31,CA,1/31/2021 22:56,overcast clouds
413,Fairbanks,64.8378,-147.7164,-4,84,90,1.95,US,1/31/2021 22:55,overcast clouds
414,Dukat,62.55,155.55,-41.12,79,100,6.91,RU,1/31/2021 22:56,overcast clouds
415,Lempaala,61.3167,23.75,14,92,90,3.44,FI,1/31/2021 22:56,light snow
416,Miracema,-21.4122,-42.1967,76.48,78,91,3.71,BR,1/31/2021 22:56,overcast clouds
417,Miles City,46.4083,-105.8406,44.6,49,1,5.75,US,1/31/2021 22:56,clear sky
418,Vila,42.0304,-8.1588,51.01,93,100,11.99,PT,1/31/2021 22:56,overcast clouds
419,Sobolevo,54.4299,31.8996,19.15,97,87,11.9,RU,1/31/2021 22:56,light snow
420,Masterton,-40.9597,175.6575,70,71,2,7,NZ,1/31/2021 22:56,clear sky
421,Bismarck,46.8083,-100.7837,21.2,86,90,5.75,US,1/31/2021 22:56,mist
422,Port Hawkesbury,45.6169,-61.3485,30,86,90,9.22,CA,1/31/2021 22:56,overcast clouds
423,Satun,6.8333,100,80.6,100,75,2.3,TH,1/31/2021 22:56,broken clouds
424,Bathsheba,13.2167,-59.5167,78.8,69,40,20.71,BB,1/31/2021 22:56,scattered clouds
425,Nuuk,64.1835,-51.7216,14,85,20,8.05,GL,1/31/2021 22:56,few clouds
426,Jinchang,38.4953,102.1739,20.28,67,0,1.63,CN,1/31/2021 22:56,clear sky
427,Naze,28.3667,129.4833,62.6,63,20,14.97,JP,1/31/2021 22:56,few clouds
428,Umm Lajj,25.0213,37.2685,69.55,44,0,9.6,SA,1/31/2021 22:56,clear sky
429,Puerto Penasco,31.3167,-113.5333,68,41,58,7,MX,1/31/2021 22:56,broken clouds
430,Mandera,3.9366,41.867,77.23,33,23,11.43,KE,1/31/2021 22:56,few clouds
431,Tonstad,58.6626,6.7169,30,94,84,1.1,NO,1/31/2021 22:56,broken clouds
432,High Level,58.5169,-117.136,-2.2,78,90,10.36,CA,1/31/2021 22:56,overcast clouds
433,Changji,44.0167,87.3167,3.2,85,75,2.24,CN,1/31/2021 22:56,mist
434,Andenes,69.3143,16.1194,28.4,93,75,17.27,NO,1/31/2021 22:56,snow
435,Daru,-9.0763,143.2092,78.98,88,98,11.92,PG,1/31/2021 22:56,overcast clouds
436,Kangaatsiaq,68.3065,-53.4641,3.25,94,70,8.7,GL,1/31/2021 22:56,broken clouds
437,Alytus,54.4,24.05,24.8,80,90,9.22,LT,1/31/2021 22:56,overcast clouds
438,Lakatoro,-16.0999,167.4164,83.79,63,94,4.54,VU,1/31/2021 22:56,overcast clouds
439,Morant Bay,17.8815,-76.4093,84.2,61,75,26.46,JM,1/31/2021 22:56,broken clouds
440,Sao Luis,-2.5297,-44.3028,82.4,89,0,10.36,BR,1/31/2021 22:56,light rain
441,Crotone,39.0851,17.1178,46,100,90,12.66,IT,1/31/2021 22:56,fog
442,Adilabad,19.6667,78.5333,62.2,38,0,4.03,IN,1/31/2021 22:56,clear sky
443,Rawson,-43.3002,-65.1023,74.17,34,26,25.88,AR,1/31/2021 22:56,scattered clouds
444,Vardo,70.3705,31.1107,21.2,86,75,9.22,NO,1/31/2021 22:56,broken clouds
445,Petropavlovsk-Kamchatskiy,53.0452,158.6483,15.8,62,64,6.71,RU,1/31/2021 22:53,broken clouds
446,Zalantun,48,122.7167,-10.55,88,100,7.72,CN,1/31/2021 22:55,overcast clouds
447,Sena Madureira,-9.0656,-68.6569,73.56,95,87,1.16,BR,1/31/2021 22:56,heavy intensity rain
448,Menongue,-14.6585,17.691,64.85,95,100,3.65,AO,1/31/2021 22:56,moderate rain
449,Manaus,-3.1019,-60.025,82.4,83,0,1.14,BR,1/31/2021 22:53,clear sky
450,Hurricane,37.1753,-113.2899,57,34,1,9.22,US,1/31/2021 22:57,clear sky
451,Natal,-5.795,-35.2094,80.6,78,40,12.66,BR,1/31/2021 22:57,scattered clouds
